Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
2022-06-26,2.0,392.0,Ground out of 2,Super Area,Jadavpur,India-_ Kolkata,Unfurnished,&Bachelors/Fam^ily,1.0,Contact Owner,5000
,2.0,700.0,1 out of 2,,Barasat-Barrackpore Road,{-9 Kolkata,Unfurnished,Bache?lo\rs/Family,1.0,Contact Owner,6000
2022-05-19,1.0,750.0,2 out of 4,Super Area,Keshtopur,India-& Kolkata,Unfurnished,Bac(helors/F]amily,,Contact Owner,5200
2022-06-07,3.0,,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",>-9 Kolkata,Unfurnished,_Fa(mily,,Contact Owner,15000
2022-04-29,2.0,,Ground out of 1,Super Area,Keshtopur,--9 Kolkata,Unfurnished,,2.0,Contact Owner,9000
2022-07-03,1.0,710.0,1 out of 1,,Salt Lake City Sector 1,India-{ Kolkata,Furnished,|Bachelors=,,Contact Agent,24000
2022-05-26,1.0 room,400.0,Ground out of 3,Carpet Area,jadavpur central park east,,Unfurnished,<B)achelors/Family,1.0,Contact Owner,5500
2022-06-24,1.0,700.0,1 out of 2,Carpet Area,Garia,,Unfurnished,,1.0,Contact Owner,10000
2022-07-03,2.0,1000.0,Ground out of 2,Carpet Area,Tn Chatterjee Street,India-# Kolkata,Semi-Furnished,Bachelors/Fam&ily%,1.0,Contact Owner,15000
2022-06-12,1.0,250.0,1 out of 2,Super Area,Kaikhali,,Furnished,"B""achelors-/Family",1.0,Contact Owner,4700
2022-05-14,1.0,500.0,Ground out of 3,Carpet Area,Bata Nagar,,Semi-Furnished,Bach$elo;rs/Family,1.0,Contact Owner,5000
2022-05-20,2.0,450.0,,,,India-[ Kolkata,,Bache#lors]/Family,1.0,Contact Owner,5000
2022-06-27,3.0,1400.0,1 out of 3,Super Area,Survey Park,,Unfurnished,Bache?l+ors/Family,1.0,Contact Owner,15000
2022-05-14,1.0,500.0,1 out of 1,Carpet Area,Bata Nagar,]-9 Kolkata,Semi-Furnished,"Bachelors/<Family,",1.0,Contact Owner,5000
2022-06-17,2.0,700.0,Ground out of 1,Carpet Area,Hatiara Extention,,Unfurnished,]Bach|elors/Family,1.0,,6000
2022-06-04,,1200.0,1 out of 3,Carpet Area,Salt Lake City Sector 1,India-' Kolkata,Semi-Furnished,Bac<he!lors/Family,1.0,Contact Owner,18000
2022-06-21,2.0,450.0,1 out of 2,Carpet Area,Andul,&-9 Kolkata,,,1.0,Contact Owner,8000
2022-06-23,,500.0,2 out of 2,Carpet Area,Salt Lake City Sector 2,India-- Kolkata,Furnished,Bachel.ors*,1.0,Contact Agent,13000
2022-07-02,2.0,400.0,,Carpet Area,locality,,Unfurnished,Ba@ch[elors/Family,1.0,Contact Owner,7500
2022-04-24,3.0,,Ground out of 1,Super Area,Khardah,)-9 Kolkata,Unfurnished,Bachelo#r}s/Family,2.0,Contact Owner,12000
2022-06-04,2.0,750.0,Ground out of 1,Carpet Area,Parnasree Pally,India-_ Kolkata,Unfurnished,Bachelor;(s,1.0,Contact Owner,11000
2022-06-24,1.0,450.0,,Super Area,Baghajatin,,Unfurnished,,1.0,,6000
2022-06-19,3.0,1000.0,1 out of 2,Carpet Area,Salt Lake City Sector 3,India-> Kolkata,Unfurnished,"Bache""@lors",2.0,Contact Agent,20000
2022-07-03,2.0,500.0,1 out of 1,Carpet Area,sarsuna banerjee para,India-' Kolkata,Unfurnished,Bach%elor^s,2.0,Contact Owner,7000
2022-06-19,4.0,1600.0,Ground out of 1,Carpet Area,Salt Lake City Sector 3,India-[ Kolkata,Unfurnished,"%""Bachelors",2.0,Contact Agent,30000
,2.0,550.0,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,"India-, Kolkata",Unfurnished,Ba=c&helors,1.0,Contact Owner,7500
2022-06-21,1.0,550.0,1 out of 2,Super Area,Jyangra,$-9 Kolkata,,Bachelors/Family=>,2.0,Contact Owner,6500
,1.0,200.0,2 out of 3,,Barasat,India-} Kolkata,Unfurnished,Bachelors/F][amily,,Contact Owner,3000
2022-06-30,2.0,650.0,1 out of 2,,,India-: Kolkata,Unfurnished,Bache(l?ors,1.0,,5200
2022-06-22,2.0,1000.0,1 out of 1,,"Tagore Park, Kasba",,Furnished,B.achelors/F]amily,2.0,Contact Owner,25000
2022-05-27,2.0,680.0,Ground out of 2,Carpet Area,Barrackpore,:-9 Kolkata,Unfurnished,Bach.elors/Famil=y,2.0,Contact Owner,12500
2022-06-17,2.0,720.0,Ground out of 1,,"Silpara, Purba Barisha",India-{ Kolkata,Unfurnished,Bache'lors$/Family,2.0,,8500
2022-06-20,2.0,500.0,4 out of 5,,Konnagar,"""-9 Kolkata",Unfurnished,B|.achelors,1.0,Contact Owner,3500
2022-06-30,,,Ground out of 2,Super Area,Madhyam Gram,}-9 Kolkata,,Bache>lors/Fam.ily,,Contact Owner,7000
,1.0,160.0,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",India-] Kolkata,,"Bachelor""s/Fa;mily",1.0,,3000
2022-06-19,2.0,,,Carpet Area,Salt Lake City Sector 5,?-9 Kolkata,Unfurnished,]Bachelors/Fami?ly,2.0,Contact Agent,14000
2022-06-17,1.0,700.0,Ground out of 4,Super Area,Salt Lake City Sector 3,India-^ Kolkata,Furnished,Ba^chelors/'Family,1.0,Contact Owner,18000
2022-06-13,1.0,,Ground out of 1,Super Area,Dum Dum Cantonment,"India-, Kolkata",,Bache^lors/Family.,1.0,Contact Owner,3500
2022-06-16,2.0,1250.0,Ground out of 1,Super Area,Kasba,India-^ Kolkata,Unfurnished,Bach=elors/Fa/mily,2.0,Contact Agent,16000
,4.0,1600.0,Ground out of 3,Super Area,Salt Lake City,,Unfurnished,Bachelo>rs/F-amily,3.0,Contact Owner,35000
2022-06-04,,700.0,Ground out of 2,Super Area,,+-9 Kolkata,Semi-Furnished,Bachelors|;/Family,1.0,Contact Owner,21000
2022-06-16,1.0,450.0,,Super Area,"Silpara, Purba Barisha",.-9 Kolkata,Unfurnished,Bach$elors>/Family,1.0,Contact Owner,4500
2022-06-04,,839.0,,Super Area,Howrah,|-9 Kolkata,Semi-Furnished,Bac/he*lors/Family,2.0,Contact Owner,15000
2022-07-01,1.0,230.0,Ground out of 3,Super Area,Birati,^-9 Kolkata,Unfurnished,,1.0,Contact Owner,4500
2022-05-06,1.0,1800.0,Ground out of 2,Super Area,Baranagar,,Unfurnished,Bach|>elors/Family,1.0,,5500
2022-05-10,,800.0,1 out of 2,Super Area,Baguihati,_-9 Kolkata,Unfurnished,Ba-che<lors/Family,2.0,Contact Owner,8500
2022-05-27,1.0,500.0,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,India-# Kolkata,Semi-Furnished,"B,ache'lors/Family",1.0,Contact Owner,5000
2022-05-22,2.0,620.0,Ground out of 1,Carpet Area,Kasba,&-9 Kolkata,Unfurnished,B<(achelors,1.0,Contact Owner,8500
2022-04-24,,650.0,2 out of 3,Carpet Area,,{-9 Kolkata,Unfurnished,Bach'elo@rs/Family,1.0,Contact Owner,9000
2022-05-23,1.0,550.0,1 out of 2,,"Naktala, Garia",[-9 Kolkata,Semi-Furnished,Bachelors;/Famil(y,,,7500
2022-04-23,2.0,450.0,1 out of 3,Carpet Area,safuipara,,Furnished,Bach[e^lors,2.0,Contact Owner,7000
2022-04-24,3.0,1350.0Square Feet,1 out of 2,,"Annapurna Apartment, Rajarhat Chowmatha","India-"" Kolkata",Unfurnished,Fam'ily%,2.0,Contact Owner,15000
2022-05-06,2.0,,2 out of 2,Super Area,"Park Circus, Ballygunge",India-- Kolkata,,-Bachelors/Famil/y,2.0,Contact Owner,7000
2022-05-31,3.0,1200.0,2 out of 4,Super Area,Belghoria,]-9 Kolkata,Furnished,"Ba,chelor=s/Family",,Contact Owner,10000
2022-06-25,2.0,700.0,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",(-9 Kolkata,Unfurnished,Bachelo]rs/F=amily,1.0,Contact Agent,7000
2022-06-27,3.0 room,,1 out of 3,,Bhawanipur,India-+ Kolkata,Furnished,Bac{helor:s/Family,2.0,,3200
2022-06-19,,,Ground out of 3,Carpet Area,Santoshpur,India-= Kolkata,Semi-Furnished,,1.0,Contact Owner,6000
2022-06-19,,900.0,1 out of 3,Super Area,Tollygunge,India-* Kolkata,,B}achelors/Fami*ly,2.0,Contact Owner,12000
2022-05-31,2.0,,Ground out of 1,,Behala,India-) Kolkata,Unfurnished,Bachelor-s/Fami#ly,1.0,,6000
2022-07-01,3.0,1250.0,1 out of 2,Super Area,Jaffarpore Rifle Range Road,?-9 Kolkata,Unfurnished,,2.0,Contact Owner,10000
2022-05-31,,1000.0,2 out of 2,,Dariya,_-9 Kolkata,Semi-Furnished,Bachelors/Fa>mil>y,3.0,Contact Owner,12000
2022-06-03,2.0,600.0,Ground out of 2,Super Area,Howrah,+-9 Kolkata,Semi-Furnished,Bachelors/Fam#il.y,1.0,Contact Owner,8000
2022-06-30,2.0,650.0,1 out of 1,CARPET AREA,Sodepur,India-# Kolkata,Unfurnished,"<Bachelors/Fam""ily",1.0,Contact Owner,5300
2022-06-24,,450.0,2 out of 3,Carpet Area,Liluah,India-$ Kolkata,,=Bache<lors,1.0,Contact Owner,5000
2022-06-11,3.0,800.0,Ground out of 2,Super Area,Near DumDum Metro,India-) Kolkata,,Bachel}[ors/Family,2.0,Contact Owner,8500
2022-06-19,3.0,1000.0,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",+-9 Kolkata,Semi-Furnished,Bac&helors/Fa:mily,2.0,Contact Owner,22000
2022-06-19,2.0,,Ground out of 3,Super Area,"Kumarpara, Narendrapur",%-9 Kolkata,Unfurnished,^>Bachelors/Family,1.0,Contact Owner,7000
2022-06-25,3.0,1400.0,,Carpet Area,Salt Lake City,India-] Kolkata,Furnished,-B>achelors,3.0,Contact Agent,25000
2022-06-11,2.0,600.0,1 out of 4,Carpet Area,,India-@ Kolkata,Semi-Furnished,B|achelor<s,1.0,Contact Owner,7000
2022-06-13,,723.0,Ground out of 3,Carpet Area,Narendrapur,>-9 Kolkata,Furnished,,1.0,Contact Owner,15000
2022-06-19,1.0,320.0,,Carpet Area,,=-9 Kolkata,Unfurnished,B(achelors/Famil_y,1.0,Contact Owner,6000
2022-06-17,2.0,900.0,Ground out of 3,Super Area,,^-9 Kolkata,Semi-Furnished,Bachelors/F'amil}y,1.0,,8000
2022-05-27,3.0,1400.0,Ground out of 2,Carpet Area,Salt Lake City Sector 2,India-$ Kolkata,,,2.0,Contact Agent,40000
2022-06-24,1.0,2160.0,1 out of 2,Super Area,Kasba,"India-, Kolkata",Semi-Furnished,B]achel{ors,1.0,Contact Owner,6000
2022-06-22,2.0,650.0,Ground out of 2,Carpet Area,kasba bosepukur,\-9 Kolkata,Semi-Furnished,B&achel*ors/Family,1.0,Contact Owner,15000
2022-06-16,2.0,800.0,,,Kanchrapara,"India-, Kolkata",Semi-Furnished,Bach@elors/Fam}ily,1.0,Contact Owner,6500
2022-06-08,3.0,,2 out of 3,Super Area,Bansdroni,India-- Kolkata,Semi-Furnished,Bac\helors/Family(,1.0,Contact Owner,8000
2022-05-05,1.0,500.0,Ground out of 2,,"Garia Station, Garia",^-9 Kolkata,Unfurnished,#Bachelor\s/Family,1.0,Contact Owner,5500
2022-06-28,3.0,1700.0,1 out of 2,Super Area,Panchanantala Road,&-9 Kolkata,Semi-Furnished,Ba<chelo:rs/Family,2.0,Contact Owner,9000
2022-04-27,1.0,130.0,,Carpet Area,Bow Bazar,.-9 Kolkata,Semi-Furnished,Bachelors/F&amil<y,,Contact Owner,6000
2022-05-14,,505.0,Ground out of 3,Super Area,Kasba,[-9 Kolkata,Furnished,Bac:helors/Fami$ly,1.0,Contact Owner,15000
2022-07-04,4.0,4000.0,,Super Area,"Sakher Bazar, Purba Barisha",@-9 Kolkata,Furnished,Bachelors/Fam&il|y,3.0,Contact Agent,30000
2022-05-22,,1250.0,,Super Area,New Alipore,India-; Kolkata,Unfurnished,|Bachelor=s/Family,2.0,Contact Owner,30000
,,700.0,Ground out of 2,,My Own House,,Unfurnished,Bachelor_s/Fami.ly,1.0,,5000
2022-06-12,2.0,900.0,Ground out of 1,,"Park Circus, Ballygunge",?-9 Kolkata,Unfurnished,-Ba#chelors,1.0,Contact Owner,15000
,1.0 room,650.0,1 out of 1,Super Area,Joka,:-9 Kolkata,Semi-Furnished,Bachelors/Fam[=ily,1.0,Contact Owner,6500
2022-06-29,2.0,750.0,Ground out of 1,Super Area,Azadgarh,India-= Kolkata,Furnished,B?achelor;s/Family,1.0,Contact Owner,4500
2022-05-07,2.0,450.0,Ground out of 3,Carpet Area,,,Unfurnished,Bach?elors/Fa)mily,1.0,Contact Owner,7000
2022-06-25,1.0,350.0,1 out of 2,Carpet Area,Dhakuria,$-9 Kolkata,Semi-Furnished,^Bachelors/'Family,1.0,Contact Owner,6500
2022-06-12,1.0,480.0,1 out of 2,Carpet Area,Rabindra Sarovar Metro,:-9 Kolkata,Furnished,,2.0,,17500
2022-06-18,,900.0,Ground out of 3,Super Area,Garia,[-9 Kolkata,Unfurnished,]Bache'lors/Family,1.0,,10000
2022-05-24,1.0,200.0,,,Santoshpur,@-9 Kolkata,Semi-Furnished,B#achelors/F+amily,1.0,Contact Owner,1500
,,,2 out of 3,Super Area,,India-^ Kolkata,Unfurnished,Bachel<ors/F*amily,,Contact Owner,25000
2022-04-28,,800.0,1 out of 2,,Kasba,India-\ Kolkata,Unfurnished,",Ba+chelors/Family",1.0,Contact Owner,12000
2022-06-05,3.0,1000.0,Ground out of 2,Carpet Area,south station pally dankuni,India-. Kolkata,,"""Bachelo'rs/Family",2.0,Contact Owner,7500
2022-06-11,,800.0,1 out of 2,,Kumargali,India-' Kolkata,Unfurnished,Ba}ch}elors/Family,1.0,Contact Owner,7000
2022-06-29,1.0,,Upper Basement out of 4,Super Area,Baguihati,"""-9 Kolkata",Semi-Furnished,B<achelor%s/Family,1.0,Contact Owner,3500
,3.0,1190.0,1 out of 2,,Sarsuna,$-9 Kolkata,Unfurnished,B&achel&ors/Family,2.0 Bathrooms,Contact Owner,10000
2022-05-17,2.0,900.0,Ground out of 2,Carpet Area,Salt Lake City,'-9 Kolkata,Unfurnished,.Bachelors(,2.0,Contact Agent,14000
2022-05-28,2.0,,,Super Area,Garia,%-9 Kolkata,,Bachel)or&s/Family,2.0,Contact Owner,15000
,2.0,600.0,,Super Area,Thakurpukur,=-9 Kolkata,Unfurnished,Bac}helors/F<amily,,Contact Owner,6500
2022-05-14,3.0,800.0,Ground out of 4,Super Area,Brahmapur,;-9 Kolkata,Unfurnished,Bachel_ors/[Family,1.0,Contact Owner,10000
2022-05-09,2.0,800.0,1 out of 2,Carpet Area,Santoshpur,",-9 Kolkata",Unfurnished,,2.0,,10500
,3.0,900.0,Ground out of 3,Carpet Area,,,,"Bach,elors/F_amily",2.0,Contact Owner,10000
,,,Ground out of 3,Carpet Area,Purba Barisha,",-9 Kolkata",Semi-Furnished,^Bachelors/Fam#ily,1.0,Contact Owner,5000
2022-06-29,2.0,800.0,Ground out of 2,Carpet Area,Sodepur,^-9 Kolkata,Unfurnished,"B""|achelors/Family",1.0,Contact Owner,9000
2022-06-23,2.0,1600.0,Ground out of 3,CARPET AREA,Jadavpur University,,Unfurnished,Bachelo*^rs,2.0,Contact Owner,20000
2022-05-12,3.0,1012.0,2 out of 3,Carpet Area,Salt Lake City Sector 1,^-9 Kolkata,Semi-Furnished,Bachelors/(Fami<ly,2.0,Contact Owner,35000
2022-04-29,3.0,1200.0,Ground out of 2,Carpet Area,"Pathak Para, Behala",India-^ Kolkata,Unfurnished,Ba-ch-elors,2.0,Contact Owner,15000
,,700.0,,,Salt Lake City Sector 1,+-9 Kolkata,Furnished,"Bachelo,r/s/Family",1.0,Contact Owner,20000
2022-05-09,2.0,,,SUPER AREA,,#-9 Kolkata,Semi-Furnished,Bachelors/Fa*mil-y,1.0,Contact Owner,12000
2022-06-30,2.0,800.0,Ground out of 3,Carpet Area,Thakurpukur,#-9 Kolkata,Unfurnished,B*ac[helors,1.0,Contact Owner,8000
2022-05-05,1.0,,Ground out of 1,,Hatiara,India-\ Kolkata,Semi-Furnished,Bachelors{/F-amily,1.0,Contact Owner,3000
2022-05-20,,1200.0,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",!-9 Kolkata,Semi-Furnished,Bac')helors,2.0 Bathrooms,Contact Owner,20000
,1.0,450.0,Ground out of 2,Carpet Area,Salt Lake City Sector 2,India-: Kolkata,Unfurnished,Ba\ch|elors,,Contact Agent,9000
2022-06-25,3.0,950.0,Ground out of 2,Carpet Area,"Rabindrapally, Garia",;-9 Kolkata,Unfurnished,,2.0,Contact Owner,13000
2022-06-30,,350.0,Ground out of 2,Carpet Area,,,Unfurnished,B)achelors(/Family,,,7000
2022-06-03,1.0,450.0,Ground out of 3,Carpet Area,Salt Lake City Sector 5,>-9 Kolkata,Unfurnished,Bachelo|rs/Fam/ily,1.0,Contact Agent,9000
,1.0,550.0,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",=-9 Kolkata,Semi-Furnished,:Bachelo%rs,1.0,Contact Owner,9000
2022-05-19,2.0,300.0,Ground out of 1,Carpet Area,Keshtopur,India-# Kolkata,Unfurnished,"Ba""chelors?",,Contact Owner,10000
2022-05-09,3.0,1250.0,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",,Semi-Furnished,Bachelors/F-am#ily,2.0,,15000
2022-06-22,2.0,700.0,2 out of 3,Super Area,Garia,India-< Kolkata,Unfurnished,Bachelo-rs/Fam|ily,1.0,,7000
2022-05-31,3.0,812.0,Ground out of 3,Super Area,,India-* Kolkata,,"Bachelors[/Fami""ly",2.0,,8000
2022-06-21,,550.0,Ground out of 2,,"Kalabagan, Tollygunge",India-. Kolkata,Unfurnished,Bache_lors/Fam*ily,1.0,Contact Owner,8000
,1.0,500.0,Ground out of 1,Super Area,,[-9 Kolkata,Semi-Furnished,Bachelors/Fam!}ily,1.0,Contact Owner,5000
2022-06-23,,320.0,1 out of 2,Carpet Area,,India-# Kolkata,Furnished,"Bachelo,r\s",1.0,,14000
2022-05-05,,600.0,Ground out of 2,,"Anandapuri, Barrackpore",India-( Kolkata,Unfurnished,Bache?(lors/Family,1.0,Contact Owner,5000
2022-06-01,2.0,420.0,Ground out of 2,Carpet Area,Barasat,[-9 Kolkata,Unfurnished,Bac#he#lors,1.0,,5000
2022-06-29,,1100.0,Ground out of 2,,Rabindrapally Kestopur,India-< Kolkata,Unfurnished,Ba[chelo{rs,1.0,Contact Owner,12000
,1.0,,3 out of 4,Super Area,Sodepur,?-9 Kolkata,Unfurnished,Ba:chelors/<Family,1.0,Contact Owner,3200
2022-06-10,2.0,,,Carpet Area,Nungi More,,Semi-Furnished,Bache#lors/Fa+mily,,Contact Owner,8500
2022-06-06,3.0,1200.0,Ground out of 2,Carpet Area,"Baishnabghata, Garia",--9 Kolkata,Unfurnished,Bachelors)/Fa!mily,,,16000
2022-05-23,,800.0,Ground out of 3,Carpet Area,,$-9 Kolkata,Unfurnished,Bache[>lors/Family,2.0,Contact Owner,14000
2022-06-16,1.0,300.0,Ground out of 1,,Bansdroni,^-9 Kolkata,Furnished,,1.0,Contact Agent,8000
2022-05-26,2.0,,Ground out of 2,Carpet Area,Baruipur,India-? Kolkata,Unfurnished,Bache#lor-s/Family,1.0,Contact Owner,7000
2022-05-30,1.0,600.0,1 out of 2,,Garia,India-^ Kolkata,Furnished,,1.0 Bathrooms,Contact Owner,8000
2022-06-08,1.0,350.0,Ground out of 3,Super Area,Belghoria,/-9 Kolkata,Unfurnished,Bachelors/Fam{i@ly,1.0,Contact Owner,3000
,,,1 out of 3,Carpet Area,Nalta,\-9 Kolkata,Unfurnished,Bachelo;r;s,1.0,Contact Owner,3800
,1.0,400.0,,Super Area,"Vivek Nagar, Garfa",#-9 Kolkata,Unfurnished,Bachelors/F|a}mily,1.0,Contact Owner,6500
2022-05-04,3.0,1750.0,Ground out of 3,Super Area,Kalindi,India-) Kolkata,Semi-Furnished,Bachelors/F?ami:ly,3.0,,20000
2022-05-04,3.0 room,1600.0,,Super Area,Ballygunge,India-] Kolkata,Unfurnished,Bachelors/Fa*mily',2.0,Contact Owner,30000
,1.0,300.0,Ground out of 2,Carpet Area,Salt Lake City Sector 5,%-9 Kolkata,,Bachelors/F|am?ily,1.0,Contact Agent,8000
2022-06-25,,1100.0,1 out of 3,Super Area,"Survey park, Santoshpur, kolkata",India-\ Kolkata,Semi-Furnished,B=achelors/Famil|y,,Contact Owner,14000
,2.0,830.0,Ground out of 3,Super Area,,{-9 Kolkata,Unfurnished,Bache|lors/Fa:mily,1.0,Contact Owner,7200
2022-05-20,2.0,600.0,,Carpet Area,2 BHK,+-9 Kolkata,Semi-Furnished,Bachelors/Fam:i]ly,2.0,Contact Owner,7000
2022-06-01,1.0,500.0,1 out of 2,Super Area,Baranagar,India-> Kolkata,Unfurnished,"Bachel,{ors",2.0,Contact Owner,7000
,2.0,900.0,1 out of 2,,Dum Dum Cantonment,India-< Kolkata,,Bachelors/+F%amily,1.0,Contact Owner,7500
2022-06-30,2.0,1250.0,Ground out of 1,Carpet Area,Barasat,\-9 Kolkata,,F:ami{ly,2.0,Contact Owner,8500
2022-06-03,2.0,,Ground out of 2,,,;-9 Kolkata,Unfurnished,B-ac}helors,1.0,Contact Agent,12000
2022-06-22,1.0,,Ground out of 1,,Dakshineswar,_-9 Kolkata,Unfurnished,Bach[elo=rs,2.0,,8500
2022-06-29,2.0,550.0,Ground out of 1,,"Garia Station, Garia",India-{ Kolkata,Unfurnished,Bachelo:rs/'Family,1.0,Contact Owner,9500
2022-06-30,,550.0,Ground out of 1,Carpet Area,"New Garia Metro, New Garia",:-9 Kolkata,Furnished,Bachelors/Famil\>y,2.0,Contact Owner,7500
2022-06-15,2.0,1200.0,,Super Area,Hati Bagan - Bansdroni,",-9 Kolkata",Unfurnished,,1.0,Contact Owner,12000
2022-06-15,3.0,,Ground out of 1,,Salt Lake City Sector 2,&-9 Kolkata,Unfurnished,Bachel^ors+,,Contact Agent,20000
2022-06-29,,,Ground out of 1,Super Area,Howrah,|-9 Kolkata,Semi-Furnished,,1.0,Contact Owner,8500
2022-06-15,3.0,1050.0,Ground out of 1,,Salt Lake City Sector 2,,Unfurnished,,2.0,,20000
,2.0,960.0,,Super Area,Dum Dum,;-9 Kolkata,Semi-Furnished,"Bachelo""rs/F<amily",2.0,Contact Owner,6000
2022-05-30,2.0,650.0,1 out of 1,Carpet Area,Joka,:-9 Kolkata,,Bachelors[/Family&,2.0,Contact Owner,5500
2022-05-21,1.0,,Ground out of 2,Super Area,Kasba,?-9 Kolkata,Semi-Furnished,Bachelors$/Famil^y,1.0,Contact Owner,7000
2022-05-21,2.0,500.0,Ground out of 1,Super Area,Dum Dum Metro,India-[ Kolkata,Semi-Furnished,$Bachelors/Famil-y,2.0,Contact Owner,7000
,1.0,450.0,3 out of 4,Super Area,"Baishnabghata Patuli Township, Patuli",India-' Kolkata,Unfurnished,"F""ami{ly",,Contact Owner,6500
2022-06-29,2.0,850.0,1 out of 2,SUPER AREA,Agarpara,.-9 Kolkata,Unfurnished,Bac)h&elors,2.0,Contact Owner,10000
2022-07-01,1.0,300.0,,Carpet Area,Dum Dum,India-* Kolkata,Unfurnished,B-ach=elors/Family,1.0,Contact Agent,5200
2022-04-25,2.0,1000.0,,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",/-9 Kolkata,,Bachelors/F.ami'ly,3.0,Contact Owner,13000
2022-05-24,2.0,500.0,1 out of 3,Carpet Area,Garia,India-] Kolkata,Unfurnished,Bach&elors/Fami]ly,1.0,,7000
2022-05-12,2.0,756.0,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,*-9 Kolkata,Semi-Furnished,"Bachelor,^s/Family",,,12000
2022-04-23,1.0,1000.0,2 out of 3,Super Area,Barrackpore,",-9 Kolkata",Unfurnished,Bachel@ors/Family\,,Contact Owner,15000
2022-05-05,,150.0,1 out of 2,,Anandapur,,Unfurnished,Bachelo&rs(/Family,1.0,Contact Owner,5000
2022-05-14,1.0,,Ground out of 2,Carpet Area,,}-9 Kolkata,Unfurnished,Ba}chelo;rs,1.0,Contact Owner,8000
,2.0,,2 out of 3,Super Area,"Gandhi Colony, Netaji Nagar",_-9 Kolkata,Unfurnished,Bac&h]elors,2.0,Contact Agent,8000
2022-06-17,1.0,,3 out of 3,Super Area,Em Bypass South East,,,B(ac)helors,,,5000
2022-06-21,2.0,800.0,Ground out of 1,Super Area,"Gandhi Colony, Netaji Nagar",,Unfurnished,Bac=]helors,1.0,Contact Agent,10000
2022-06-24,2.0,288.0,2 out of 3,Carpet Area,,,Unfurnished,Bachel#o}rs,1.0,,12000
2022-06-11,2.0,900.0,Ground out of 1,Super Area,,India-: Kolkata,Unfurnished,Bache#lors/Fa<mily,2.0,Contact Owner,8000
2022-07-03,2.0,850.0,1 out of 1,Carpet Area,,=-9 Kolkata,Unfurnished,B-achelors*,,Contact Agent,21000
2022-06-07,1.0,350.0,1 out of 1,Carpet Area,Thakurpukur,India-; Kolkata,,'>Bachelors,1.0,Contact Owner,5000
2022-04-27,2.0,,Ground out of 2,Super Area,Baghajatin,>-9 Kolkata,Unfurnished,Bac(helors/Fam+ily,1.0,Contact Owner,9000
2022-06-26,2.0,1600.0Square Feet,Ground out of 2,Carpet Area,Kalyani,India-& Kolkata,Semi-Furnished,Bach+elors+,,Contact Owner,8000
2022-06-11,2.0,986.0,,CARPET AREA,Pranthik Society Library Road Bhadreswar,India-& Kolkata,Unfurnished,:Bach]elors,1.0,Contact Owner,7000
,3.0,,1 out of 3,Carpet Area,Salt Lake City Sector 2,India-{ Kolkata,Unfurnished,Bac/helo<rs,2.0,Contact Agent,35000
2022-05-14,3.0,,Ground out of 3,Super Area,Lake Town,--9 Kolkata,Semi-Furnished,B-achelors/Fa)mily,2.0,Contact Owner,15000
2022-05-22,2.0,800.0,Ground out of 2,Carpet Area,Kestopur,,Unfurnished,,,Contact Owner,6200
2022-05-26,2.0,800.0,1 out of 4,Carpet Area,Bijoygarh,India-) Kolkata,,,1.0,Contact Owner,9900
2022-07-03,2.0,850.0,Ground out of 3,,Baranagar,;-9 Kolkata,Unfurnished,Bache|lors[,1.0,Contact Owner,7000
2022-05-10,1.0,322.0,1 out of 3,Carpet Area,Dum Dum Metro,,,,1.0,Contact Agent,5000
2022-06-19,2.0,800.0,,Carpet Area,Agarpara,,Furnished,Bach'elors/Family@,1.0,Contact Owner,6500
2022-07-03,,1500.0,Ground out of 2,Carpet Area,Salt Lake City Sector 1,>-9 Kolkata,Unfurnished,"%Ba""chelors",2.0,Contact Agent,40000
2022-06-08,3.0,,,Super Area,Salt Lake City,India-[ Kolkata,Semi-Furnished,Bac<hel[ors/Family,2.0,Contact Owner,40000
2022-06-26,2.0,957.0,1 out of 2,Carpet Area,Dasnagar,India-< Kolkata,Furnished,^Bachelor!s,2.0,Contact Owner,12000
,,,1 out of 3,Carpet Area,Baksara,India-- Kolkata,Unfurnished,Bac%h-elors,,Contact Owner,6500
2022-06-23,2.0,900.0,Ground out of 2,Carpet Area,Birati,;-9 Kolkata,Unfurnished,,2.0,Contact Owner,10000
2022-06-29,2.0,600.0,Ground out of 2,Super Area,,,Semi-Furnished,Bachelo_rs/F$amily,1.0,Contact Owner,15000
2022-05-09,1.0,350.0,,,Agarpara,,Semi-Furnished,Bach;elors/Family<,1.0,Contact Owner,5000
